feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,efficiency
PANEL_C,monocrystalline,405.01922487209004,east_valley,0.7822007471060899,814.7263831100945,0.3643842705856277,33.65319033938605,76.568490572787,0.7293383217868528,4.0,20.972104642285846,0.8511460330995354,286.76675258577995,7.978364249147866,0.7151053238885412,0.39720187324073364,hazy,6.338469934787773
PANEL_C,thin_film,289.60706039242115,south_station,0.42730240969807076,835.7351074849623,0.8506315970589656,27.141504819588928,81.55060420125785,,0.0,58.041238213001925,0.20685192991159973,285.5269027246605,3.8734910258691864,0.2558301996972292,0.20985961070930104,partly_cloudy,9.632795150858572
PANEL_C,polycrystalline,1116.0750486928168,north_field,0.5772902236366448,735.2299363314837,0.12965708703667211,14.739409421166435,40.225901009721696,0.5697730401734438,3.0,31.412181655712608,0.15007670247501237,67.5494919593491,9.65319656313007,0.656632660238554,,clear,10.611613755831534
PANEL_B,polycrystalline,316.9135721755914,west_hill,0.3493277443771017,433.6597777981721,,,58.77752218767686,,4.0,3.5344921299646836,0.24238922256640216,291.49910827341114,2.5091577549342077,0.2240223399082415,0.6538970774429749,partly_cloudy,7.855676414458578
PANEL_B,thin_film,,west_hill,0.8143309123011713,422.367963895352,0.5058569820930859,6.209022380472047,69.78016602466306,,1.0,11.269850905098613,,,10.135894044019114,0.2618265486344473,,hazy,11.827895705605023
PANEL_C,thin_film,722.278986288946,west_hill,0.17093779120826913,475.80179250474004,0.045423908280262215,11.579796820770177,68.15129878336064,0.20113328456232982,1.0,34.49756992473222,0.5764081478965346,295.73654430431355,6.655988458115582,0.858488952321653,0.50198419111411,clear,9.653401007315663
PANEL_B,polycrystalline,701.7382210026992,south_station,0.21440391663062586,447.38353977219913,0.845491904214232,35.94354315134922,54.28101190686694,0.36927523085874014,7.0,26.61217159348355,0.7354544516520181,276.9404602221552,1.0336274063516782,0.31156697693708224,0.8870731926380868,partly_cloudy,8.25339208106276
PANEL_A,polycrystalline,,north_field,0.5353856304706229,388.79350049463585,0.013086601295597244,10.775919781708915,49.32171610391443,0.4020210938212465,4.0,2.3769462726717183,0.8757493028508685,98.09049623160757,,0.19178172766119272,0.40904178544294245,clear,11.954813681264655
PANEL_B,polycrystalline,338.9230123709737,west_hill,0.5230069424233339,486.39174670598493,0.2412022023698338,7.678865823346732,53.10282263212828,0.2508861411445985,4.0,52.72179467696334,0.1787018289911706,119.40366465035446,13.171932110751504,0.08921449632435241,0.019736595432189086,overcast,10.409779996912913
PANEL_B,polycrystalline,1194.165632293534,south_station,0.8029887404568787,452.9058810647217,0.9666903352380966,20.744929007391217,49.60082825862436,0.1970591610864738,8.0,11.324524919475325,0.6365354403743553,164.87131592576148,0.8376462211571234,0.6903775926913983,,hazy,13.938714088922213
PANEL_A,monocrystalline,643.7353625586045,east_valley,0.24465397044280657,392.9285192870515,0.6341779655934696,39.453358310964674,74.76540245597155,0.5824453195368601,8.0,9.741137232701176,0.535707350313429,157.48043221596325,1.3854063084307844,0.9275578590952861,0.19748019169584663,partly_cloudy,10.05600650089134
PANEL_B,thin_film,691.7740638486221,north_field,0.8567204698454748,863.2101284740952,0.9379275373379905,19.62487534640905,55.36982251775666,0.5772691899065377,2.0,33.31023288703264,0.3603373730455247,92.17882312864552,2.2778890124178206,0.8060639216528792,0.3672079453588629,hazy,8.295808534282283
PANEL_C,thin_film,258.13859996603475,east_valley,0.9075656307381148,397.46560356214695,0.31578221651083604,28.47003371676837,14.39882731078126,0.13670258369037724,8.0,,0.8018937273554266,225.85919470481042,1.8093282265806336,0.39676741152807204,0.9636017261617911,overcast,5.052550504521354
PANEL_B,polycrystalline,372.3929227470097,south_station,0.27786716860223626,653.4996724886682,0.8912270661034554,17.273285616812064,20.296987781768586,0.40529801726657877,1.0,2.010220124444344,0.06487838507572619,3.9072580741594587,1.312233060077942,0.7015077483879714,0.02206958565681283,clear,11.810367781095291
PANEL_C,polycrystalline,556.8875466407201,west_hill,0.6532735209589215,740.7248544416302,0.14215393483124672,15.42971545561243,37.5464549887315,0.19064298949223024,3.0,34.9413759202216,0.22281385317362756,178.9104478048759,1.5215942398579263,0.7136175576814858,0.8071032320826222,overcast,5.579760247504778
PANEL_B,monocrystalline,601.7095334133401,south_station,0.16893292848271269,918.1738221643176,0.045456658897821356,43.20402456309032,,0.20067274780209055,7.0,16.355071496127337,0.8110475403801012,82.25916207123124,5.143757446309439,0.9051582039208401,0.643692952921969,overcast,6.173776823787436
PANEL_A,monocrystalline,539.3170253438644,east_valley,0.9891316063096304,785.3401775401042,,17.75101584466952,58.624864301854984,0.6353379028378138,9.0,50.80286436556836,0.6249469878754097,56.87454236155044,0.6626446445276191,0.06609344980560483,0.8724760650113943,overcast,7.645433397211789
PANEL_C,monocrystalline,285.9783968750416,east_valley,0.8892107950108665,724.8158520548607,0.7730124953049708,21.890009884422014,26.857199057616015,0.3334069816302302,,28.654488290058783,0.2893207010928732,321.4501857338778,6.780405326984111,0.954127200663168,0.7573253605910838,overcast,5.0
PANEL_B,polycrystalline,1006.548435161058,east_valley,0.8016272613713299,469.4752114931006,0.4179611283335434,13.97042907165378,44.222719985237326,0.02470173256053887,0.0,26.520022982147303,0.6523005771449479,78.14646103879139,0.9152996825856513,0.21912619668025235,0.3066631965061204,overcast,15.26715247543192
PANEL_C,polycrystalline,385.2681756977347,north_field,0.5859949322601269,757.1563322505551,0.5699557614762008,39.0650114525379,11.514833409011151,0.2967974435652082,5.0,36.978418208335675,0.16914174272562665,341.2073698353544,8.45078323746393,0.3876405865993956,0.5104296882325428,hazy,7.7113910787040005
PANEL_A,thin_film,425.6850933452208,east_valley,0.8429278937187372,755.0592129051602,0.2689720435253944,31.895379789443005,52.82669424397831,0.931468947792958,10.0,12.746203618330172,0.7855436951469433,247.19485024531951,0.5908752284968571,0.9464014962032882,0.7523750456590256,hazy,5.0
PANEL_A,thin_film,334.7559114066845,south_station,0.8778079751238439,923.4335767863437,0.25207167973724687,7.362924545801577,48.41420099708283,0.5176967933721984,7.0,33.66803852237805,0.46539860578832015,327.5149331420116,8.027824179776701,,0.4943616254985136,partly_cloudy,7.190592421138957
PANEL_B,polycrystalline,972.8813870417251,north_field,0.2947633695626637,582.2571887370956,0.33369033587389585,43.10755106575104,40.32852839951546,0.594558502882584,,41.986282138734026,0.763615927349702,78.69498628756517,6.992740739618927,0.9421264941609138,0.49625423873957886,overcast,7.9461890641718576
PANEL_B,polycrystalline,822.9758757868907,south_station,0.3871070425851345,807.1235841467524,0.3886252515629107,13.611822388335778,56.718836541177325,0.5675157419077698,9.0,11.5075761640765,0.8018240507568751,211.6541024282766,13.808900042979575,0.35278537970883006,0.11315173919382804,overcast,12.399671140141962
PANEL_A,thin_film,964.5566325310303,west_hill,,480.5736532435594,0.9654402217738235,28.752536764926496,65.02739591011263,0.31329417316369657,9.0,55.26648852940418,0.5807481952545038,150.78018048071164,9.154733188575392,,0.9330972561762202,partly_cloudy,9.15012245181279
PANEL_B,monocrystalline,937.2464883638775,south_station,0.7767167606088843,690.9954339957739,0.4853226307647758,29.262453017922134,63.19648651409515,,8.0,38.08342554330204,0.5786042896703084,305.36369448078295,5.4108108361228915,0.624081936762355,0.0465369550568836,overcast,12.431581176147105
PANEL_C,polycrystalline,855.5659009569733,west_hill,0.271824850165441,373.1403836738708,0.3482403767294523,36.656332888602044,70.71086877141977,0.9961723274321523,9.0,32.73813130810059,0.09283509576386606,302.11056392192506,9.28557301564311,0.7084096288931658,0.11121341975337062,clear,10.55780423348545
PANEL_C,monocrystalline,236.78891671883076,north_field,0.6181261796596027,,0.26511401337474305,15.585472768166158,29.570703380410322,0.09112397754401014,8.0,30.25644906652036,0.30740668802882865,12.198450376215098,13.392218406826562,0.796682554577697,0.0658624093517508,partly_cloudy,10.44763972295649
PANEL_A,polycrystalline,797.8422099949773,east_valley,0.13567262696898819,859.142617584878,,29.11944329854347,,0.41086263768956444,4.0,16.642914870575076,0.014058599704485308,139.82883790475998,12.965483386228744,0.04955708219129196,0.2129001271090769,clear,13.554671606693555
PANEL_C,polycrystalline,602.752558490689,north_field,0.21062691705296122,524.0113018914712,0.9422627474441785,37.19421095871499,31.2677544012063,0.540985130882402,4.0,55.11061308322476,0.435659636435899,317.7991812416372,9.623324813153966,0.7732381311336388,0.0345533471180568,partly_cloudy,9.838140289068578
PANEL_B,monocrystalline,791.3581423263531,south_station,0.28206683660531406,471.54997066931844,0.2888943854194146,5.406201862961892,27.47391468432201,,5.0,1.616857534667897,,168.84690868541395,2.056369196224116,0.7169098709546213,0.7230384868035603,hazy,9.392494586540348
PANEL_C,polycrystalline,367.9623963958772,north_field,0.410960782918927,536.8996811167899,0.8899032356796377,22.978910875627065,26.015355457164233,0.7120326111765358,0.0,33.00136828254648,0.16761213200106329,186.32219640558694,10.254028755389871,0.4852148898275168,0.01942920123618397,hazy,8.932293406061424
PANEL_A,thin_film,1130.708011688334,north_field,0.9102012835620344,758.4943848592583,0.49796455177978594,,51.299798371922314,0.6715265503965643,6.0,49.667666022527,,114.16589403345014,6.595352550151224,0.3155326267757761,0.6976175366801013,hazy,10.144482423803192
PANEL_B,thin_film,892.5431382060369,east_valley,,495.5627688317438,0.2154349681572797,12.063298935676645,78.41325567439343,0.5840850389103129,2.0,43.031905817498185,0.7421401227721904,356.3605669277465,1.9864014187359942,0.6498470947405118,0.6702856619312291,overcast,8.612628761450724
PANEL_C,polycrystalline,1073.1593591894048,west_hill,0.7759483026755978,574.1691756459365,0.9407731166137574,19.704151911454268,17.775787851104134,0.9634922057329067,4.0,55.430092209199685,0.10726608377590896,249.59346951119744,2.3682547292788607,0.9159220764790101,0.22244137369118833,clear,11.940523727530433
PANEL_A,thin_film,1034.2288233689692,north_field,0.5091892223731389,491.06695270300963,0.5339318040029997,18.759074031525476,86.6067314979932,0.36485863981876643,2.0,14.494577270034943,0.5835721937680302,337.9338187741491,7.714674335101978,0.5051034683334626,0.970687353390796,overcast,8.386432381816913
PANEL_A,polycrystalline,1057.5465899368448,east_valley,0.6594331201677496,619.9276983875695,0.33100265426793085,12.073418555616392,89.67562401949338,0.518198676608496,9.0,39.84458470933674,0.34460211307756183,285.2866367729135,6.101253287358143,0.0821223251151485,0.3295679923032463,hazy,13.56806347639034
PANEL_B,thin_film,1127.6337194810735,west_hill,,643.7206352936919,0.793985150328963,24.695091265512822,,0.6681877129906859,8.0,14.876874074995763,0.8128891253613799,7.021728808911654,2.5578752628610752,,0.11107418611293796,partly_cloudy,13.270295665959068
PANEL_A,monocrystalline,824.8068577332605,east_valley,0.9073488106841906,897.0571898967255,0.3413413608340117,34.71738287193686,53.33035247486495,0.2924872992165185,9.0,5.42696767392605,0.33957775484345265,82.60883733186063,11.142144027528683,0.4995857893065566,0.9835157966853098,clear,10.441128956983366
PANEL_B,monocrystalline,291.05385030946445,west_hill,0.388772613623107,912.5963803693935,0.4979756870876598,41.804257459296885,30.831984388919516,0.08116900970586238,1.0,14.138682753305234,0.7045488818907613,327.87173017377785,13.239826455142515,0.1258931244512449,0.5075420456908842,overcast,8.83015744783393
PANEL_C,monocrystalline,590.4149853655566,north_field,0.6951450674263296,439.9144969000766,0.8008015605955677,13.03997751117452,53.08976728003312,0.8825875119732436,2.0,44.80286821800254,0.16352685225973473,101.79630470576627,3.2651684626907023,0.22732401578103723,0.7305434271450202,partly_cloudy,8.237271416811641
PANEL_B,monocrystalline,850.1792222182673,north_field,0.3060564927346473,367.64767073435485,0.07530670738539069,21.78073003485471,81.82091120683609,0.5218698989964645,7.0,41.575084198199676,0.9380205937622927,41.247860076676275,0.6955166119514944,0.5506835120790029,0.8670030941034358,hazy,9.708055984601401
PANEL_B,monocrystalline,737.5392044243324,north_field,0.5336064680086736,,0.2130153060729465,9.616595370330355,74.771425638007,0.06663803961616843,7.0,3.516685934459405,0.646295671975039,55.87298139802369,1.0519180385778966,0.7756920427311087,0.32753125582537523,partly_cloudy,12.859586796971843
PANEL_A,polycrystalline,1116.0486762076434,east_valley,0.7950389779823774,415.59251119199075,0.06491207071927507,8.753073516999187,54.329369698288204,0.9539699839792217,10.0,12.598848611256571,0.4714456167291138,162.01776583994027,7.130095412678812,0.7911176045098195,0.9487753463767502,partly_cloudy,8.076133103701608
PANEL_B,polycrystalline,687.7587626277284,north_field,0.9622380167978146,907.3402199755571,0.7737147719545812,43.382907077762944,55.09860839616357,0.392316757138068,8.0,55.80848955506364,0.983460657582943,101.4435436185161,8.52748126320461,0.7153819943458573,0.2781329930379186,clear,11.251398311704893
PANEL_A,polycrystalline,558.6455984015247,north_field,0.9647832645185286,379.4455958697227,0.8542952111783649,39.07395956888901,20.340210396257046,,8.0,30.65427540143387,0.6556579417231461,71.61776390606548,14.960553602048122,0.9887729483854688,0.27226158682274637,clear,8.964121190476815
PANEL_A,monocrystalline,438.41225179491846,east_valley,0.5776339729658345,930.055216039641,,44.34970876721312,25.812327708277927,0.1367334255037752,8.0,57.721883962057504,0.873139085107549,219.98398504129528,8.13859806233236,0.2494283398215994,0.1006117377957465,clear,11.22901632939496
PANEL_C,monocrystalline,247.3807330560505,south_station,0.009338156371603845,626.3621755290201,0.500244604183647,25.92879949820896,,0.17063539576012987,2.0,42.51557634200266,0.8585059107407418,167.7820297208648,9.381390582222107,0.9995449919304159,0.6189626647324904,hazy,5.0
PANEL_A,monocrystalline,,north_field,0.41167152453844436,471.5703852850545,0.9933426973011192,31.99752551154954,45.1229290678735,0.022225605826441397,5.0,18.12891978756719,0.10047832874616547,348.8029761862972,14.901250463239654,0.7072519995291288,0.7883122464049376,clear,5.980255717695741
PANEL_C,monocrystalline,380.29546069678037,east_valley,0.5380047848847836,900.9599775091166,,18.75907331158372,88.04193656163378,0.23484825302359125,7.0,9.049315681719921,0.19513039788309505,230.84039169399736,14.935394709110271,0.6650016211940878,0.44880215522773825,hazy,7.662167631897234
PANEL_C,thin_film,512.1887367723004,west_hill,0.6905896751203479,544.5288499184111,,33.31429765736782,77.97774976094311,0.3281801142870895,5.0,59.50136858223387,0.3040887547056952,257.3650510927918,12.856368382317825,,0.37864582331799257,clear,8.269036282635193
PANEL_A,monocrystalline,431.07762262212873,north_field,0.11921256810551106,453.4066782899986,0.7273273912854957,14.873809105515878,61.032747423420695,0.5940214231336196,0.0,3.0739921677092252,0.24526254995288255,198.2010521265831,0.8967827599255385,0.5070976514625685,,hazy,7.171773407326039
PANEL_C,polycrystalline,403.87834262159924,south_station,0.6903751213619475,651.3088759580261,0.5268204890519768,14.884744472006272,57.3840709456654,0.34605367718474267,8.0,46.699358983095806,,149.90433796153044,7.635318343395501,0.47352750092348184,0.7434173254142517,hazy,6.199194881166779
PANEL_C,thin_film,445.1530295515314,south_station,0.2742433519261003,481.2371978004796,0.6886686805957695,32.22365758640074,53.51729879319911,0.4685190251264536,4.0,53.92273603067004,0.8848736673086057,95.91254058051436,10.756346643252586,0.08053235540099135,0.7053685229276672,overcast,6.441316106939047
PANEL_B,monocrystalline,392.06261508221246,north_field,0.919102701278099,483.1730432546036,0.9511163747869666,27.98023469665303,48.892850762479526,0.5133267188828324,10.0,48.51850261943143,0.5602418656321362,309.14984181274457,,0.46066671766407685,0.5905270330030421,hazy,8.268262517093646
PANEL_B,thin_film,,east_valley,0.41366618851648174,767.4066054279828,0.8698039545817595,9.317300514533255,80.31622162287167,0.12071466873426961,3.0,52.13374993913787,0.8845956198522315,104.45406336270533,12.983168159509585,0.6780243256214151,,overcast,10.22307807174804
PANEL_A,monocrystalline,1128.724971360753,north_field,0.1459200952961156,640.5381016387446,0.6866301550301498,13.921619808969243,55.98062415371655,0.9758229233605782,5.0,,0.9034859024020694,18.309539274375275,11.022778345649233,0.6612620561501862,0.7749785493829348,clear,9.885113835253177
PANEL_C,monocrystalline,243.7256954277978,west_hill,0.26851299513845694,903.0687749471953,0.5645861470198124,6.612420987818242,31.440315833254047,0.5559696419444584,4.0,58.83446430651011,0.3581833462061158,139.15181035782027,13.647999741747388,0.09502391826954903,,hazy,8.013351251333155
PANEL_A,polycrystalline,783.7402252742222,west_hill,0.6108731899715513,687.0851950511353,0.2604880455832298,15.04476618058149,31.6800198167022,0.330530277733725,,49.1107942884187,0.926005936202692,15.09141022517749,8.249296761586141,0.12198106620735139,0.7192777350552825,partly_cloudy,9.971516722337512
PANEL_B,thin_film,568.030052686807,north_field,0.5733669894901273,839.9744932289265,0.8433044388431886,25.299031001362952,33.420975066857885,0.09252587856125605,7.0,56.27055427545377,0.8470703167260499,336.7018581296435,12.206651528469099,0.22033590772372635,0.8458428673369951,partly_cloudy,9.229531024448407
PANEL_C,polycrystalline,715.4849093872923,south_station,0.490208088943603,923.8558760083844,0.8028061732594742,26.9645289096535,,0.8734309428128307,,59.28659089648757,0.9216460826076684,124.01549428853995,,0.4624902396100551,0.4219912915156526,hazy,8.859112340129647
PANEL_C,monocrystalline,547.5918822297629,south_station,0.16788865578320045,932.2802493525392,0.6775049676681829,37.66596513996489,75.24212733526878,0.11545324205859542,5.0,30.00975595290751,0.8712840909007364,136.71771730493725,0.8890567455964288,0.5333335945998396,0.9302888729094025,overcast,5.51353783842529
PANEL_C,polycrystalline,704.8908142789611,east_valley,0.7573269550349312,940.7666478479373,0.8320592812243643,30.231036535324947,31.6303783454096,0.8787867131285384,8.0,43.36332905343168,0.05657100694844952,257.9736073917613,0.9789167110609148,0.3096431749758123,0.3096370617891764,overcast,9.56911692983012
PANEL_C,monocrystalline,589.8947642129999,north_field,0.5284311783927091,820.1486599937507,0.8104564323190361,38.43243363714575,,0.3413261104334451,5.0,5.8425583861792845,0.6900413182807116,232.68685328517432,4.894522546445559,0.4928027559806334,0.07027633708327663,clear,12.774759176234065
PANEL_B,monocrystalline,1038.5754214725123,west_hill,0.9908556236153736,743.9124671558786,0.18506108769305052,11.800481169878644,27.23397431928263,0.7872556740134549,8.0,57.01321236818707,0.21997545403280283,335.8615886091925,7.560903771925807,0.21386449040013078,0.5335777026787265,overcast,12.240984936946225
PANEL_A,monocrystalline,272.8992727091472,south_station,,467.1612926204558,0.21519192155183609,34.317867031294746,32.71196692117905,0.17247966327472897,9.0,38.50808058898313,0.029368467728611125,52.57321955382985,4.717920234508976,0.6211699242538626,0.9019209829796676,overcast,5.0
PANEL_B,polycrystalline,861.5192818109894,north_field,0.5082407086874002,678.2111559565276,0.8594203927769958,8.614733086639038,73.97937152373315,0.4769318528031603,9.0,37.12411550368117,0.8422279706121877,,4.305868629574722,0.29732364057842153,0.13430504348026506,partly_cloudy,13.724273651049275
PANEL_A,thin_film,201.23452460288854,south_station,0.2245467696437191,,0.4360943921148972,41.73240429604592,20.660796565629376,0.7057975350723945,,31.6964600805682,0.3265163845605762,79.02403719744169,8.11390802225863,0.5805924502132901,0.49068217035014394,overcast,5.0
PANEL_A,monocrystalline,341.88515931241443,south_station,,893.0162383166384,0.9823610469108989,9.744657957622103,10.52380432504914,0.3291641772548729,0.0,28.47905472574595,0.2939687489423545,340.5942087904038,4.718553603173711,0.7388112719459582,0.3990737329683661,clear,8.099125760125169
PANEL_B,polycrystalline,1013.418916430681,east_valley,0.031652102483554656,548.0903180325464,0.23373113518065491,21.49946392481762,69.82070056033677,0.07146056181191174,5.0,35.052498374552464,0.5782095299193061,27.208154826379705,12.016758738880853,0.5259262779107672,0.5413954274473443,hazy,12.389620454561884
PANEL_A,monocrystalline,706.2392665971579,west_hill,,371.11547919560036,0.04633530417585929,23.74838074459269,29.408977892263522,0.36154729479526915,0.0,27.442680690528338,0.7160674670725418,200.63530474118113,10.207582174618844,0.9213836160632703,0.15897507857671433,partly_cloudy,11.570603666248116
PANEL_A,polycrystalline,483.33713927531034,west_hill,0.5398416278669022,393.6559589495364,0.34123462125967596,33.21496781577402,54.462031008653625,0.15339261416739336,10.0,55.13834138834789,0.6618289218408655,,4.77093563551539,0.1897117130007162,0.12438477074579302,hazy,11.832175436274085
PANEL_A,polycrystalline,397.0350864679633,south_station,0.00048214047845163144,851.2689134667955,0.5604313103811898,24.100682040999235,63.376031385446254,0.34966160475041863,2.0,56.51200494746132,0.5787566207643472,154.72147682987296,9.130532262166376,0.5568788469676286,0.3815554414847582,overcast,7.364441048888576
PANEL_C,thin_film,952.9994754336213,east_valley,0.15695308095784355,755.8986723513107,0.8321670030168002,11.094010792537965,,0.3831747224500762,0.0,11.590098637879493,0.38524205479280527,249.02289223945976,,0.984385326387154,0.48336448733951776,hazy,8.684969132256168
PANEL_C,polycrystalline,1016.4480420765715,south_station,0.8770047077407988,945.2132162127098,0.8434973459911767,10.672874401510168,74.61331440106675,0.5725377734936976,0.0,21.282079879550835,0.7305674047518257,277.09511057733226,1.9770192752812,0.34307900346272624,0.9319883342755338,clear,9.862852689773277
PANEL_C,monocrystalline,493.14051025807055,south_station,0.7926015082375532,,0.9697119097841157,35.63126608475358,54.80877502874624,0.8396558961619813,3.0,,0.4656871626618382,141.89318568509535,1.6980535498070148,0.14359843386249205,0.22130609053761074,partly_cloudy,9.04305736272147
PANEL_B,thin_film,222.91005989115934,east_valley,0.4173068161548692,393.68090833362845,0.7226892279868308,13.304239672410144,80.83538031626317,0.6380778401971278,8.0,33.361408374184855,0.597547410265772,152.78102193366354,14.849292735654288,0.29570154759512435,0.2614136176105525,partly_cloudy,7.294981435609569
PANEL_C,monocrystalline,281.3940880078941,south_station,0.306824518993254,565.8812030980853,0.6985308864156992,40.09898076267493,66.65001069612252,0.8399534100501937,1.0,44.78883033476793,0.436937469298069,,0.8395187160801632,0.9630228067681258,0.3963683630179766,partly_cloudy,5.0
PANEL_B,thin_film,,north_field,0.6023334638143313,582.9875002855173,,43.9782410764809,46.661550977088105,0.9969137345388661,8.0,58.14567967345128,0.7128452519638578,36.35574217830853,14.57896167314725,0.1096418934232899,0.5741338281258414,overcast,5.0
PANEL_B,polycrystalline,552.1160071317025,east_valley,0.07093712202344482,519.1387123665522,0.792213705022043,6.077898837560376,21.929467904181614,0.3452582527486662,1.0,37.39890588075749,0.9702008478928389,43.75553197770764,9.156873731323024,0.2804169894270906,0.5948967719432542,clear,9.786450246700637
PANEL_A,monocrystalline,342.0220441211537,south_station,0.324991994975919,486.2891625608681,0.8474607830795718,42.2377338186504,54.34101939880585,0.24781613742590125,4.0,46.844917971585566,0.86141128713713,87.31476308384562,6.930309039056402,0.4315030562711555,0.9934764546208055,clear,5.135261146139015
PANEL_B,polycrystalline,926.9409439386562,east_valley,0.5438656333027095,923.7383940383154,0.727747486279909,37.370574955042514,78.15902767131205,0.9003116489520214,8.0,57.21207636554343,,23.08699376280621,14.445287175196814,0.128868011266963,0.43512726466423546,overcast,10.190634319315611
PANEL_A,polycrystalline,386.3693888161713,south_station,0.9026128550234132,831.2245444345945,0.2565707520214856,19.315286417335628,39.65625242910248,0.41164155924170676,10.0,2.7153250427261355,0.12376592489285032,4.821624916892402,8.473039831145144,0.5262941561068695,0.24566998501331283,clear,10.308226350403048
PANEL_C,polycrystalline,1091.6660355357585,west_hill,0.9465757864702101,911.1843259387913,0.3891889505695888,39.0045820833342,39.62729108473538,0.6635167342816531,0.0,49.43839662573695,0.852539456144182,275.7421219575443,10.012581638534988,0.016149726958478716,0.6037105824673656,hazy,11.178910976970824
PANEL_C,polycrystalline,206.18295096372944,west_hill,0.08905660834402129,582.442270441717,0.31091202059967915,24.609667467647654,42.23303182720473,0.4028633198046452,9.0,51.74992737976944,0.5461252738387068,270.0532193005933,9.279014658059374,0.0190712070266591,0.5708816847370596,hazy,8.13068243012903
PANEL_A,thin_film,393.73851146504876,east_valley,0.8563426267074079,,0.30171811251418057,24.960894840385443,23.204983216746964,0.2930324501156626,4.0,9.254455643912507,0.6879530027350087,297.42587688437055,1.9107927518432932,0.2604828712280177,0.10104706613783065,clear,11.26437617951476
PANEL_B,thin_film,697.7062513760845,east_valley,0.08643743594196085,819.445001015481,0.7553761414095359,,75.80827455845017,0.6027726230549545,9.0,12.385336591836504,0.7001686452369493,266.63086934126306,10.30929510660758,0.5054448272184574,0.184973890526274,overcast,8.76458017447901
PANEL_C,thin_film,845.9806781957683,east_valley,0.5178023783769542,374.098067612552,0.9690482846707165,20.441995387901386,65.89245469686222,0.3174466799765948,1.0,25.648991560671856,0.9506511334500144,169.15074822166122,4.457103963400446,0.30621235897097043,0.31695261445213185,overcast,11.080807251615951
